Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Amount,Merchant,Merchant_Category,Location,Transaction_Type,Payment_Method,Device_Type,Customer_Age,Account_Age,Previous_Transactions,Failed_Transactions,Transaction_Frequency,International_Transaction,Fraud
TXN00004832,CUST00110,2023-03-26,18:57:17,53.84,Uber,Transportation,"New York, NY",Purchase,Debit Card,Desktop,32,115,43,8,4,No,0
TXN00004833,CUST01300,2023-03-02,04:18:57,284.59,Netflix,Subscription,"Los Angeles, CA",Purchase,Debit Card,Desktop,44,146,122,15,7,No,0
TXN00004834,CUST01196,2024-01-29,18:00:29,98.2,Airbnb,Travel,"San Diego, CA",Withdrawal,PayPal,POS Terminal,28,52,135,18,47,No,0
TXN00004835,CUST01189,2023-12-11,17:16:05,20.75,Home Depot,Home Improvement,"Atlanta, GA",Purchase,Credit Card,Tablet,74,60,366,6,43,No,0
TXN00004836,CUST01272,2023-03-29,21:52:33,38.84,Walmart,Retail,International - Canada,Purchase,Bank Transfer,Desktop,68,34,372,11,16,Yes,0
TXN00004837,CUST00146,2024-02-01,22:23:33,684.16,Bank Transfer,Money Transfer,"Houston, TX",Refund,Credit Card,Desktop,67,96,125,1,22,No,0
TXN00004838,CUST00968,2023-03-02,03:46:36,60.55,Uber,Transportation,"New York, NY",Purchase,PayPal,Desktop,34,89,438,17,46,No,0
TXN00004839,CUST00399,2023-07-04,01:36:12,219.27,Airbnb,Travel,"Chicago, IL",Purchase,Debit Card,Desktop,68,60,274,17,45,No,0
TXN00004840,CUST01025,2023-06-08,11:37:01,83.88,CVS Pharmacy,Healthcare,"Phoenix, AZ",Purchase,Credit Card,POS Terminal,70,154,494,15,41,No,0
TXN00004841,CUST00246,2023-09-11,01:08:52,95.91,Lyft,Transportation,"Los Angeles, CA",Subscription,Debit Card,Tablet,31,19,63,10,25,No,0
TXN00004842,CUST01395,2024-03-19,00:23:27,632.11,McDonald's,Food & Beverage,"Phoenix, AZ",Purchase,Credit Card,Mobile,44,111,295,1,3,No,0
TXN00004843,CUST00782,2023-10-16,10:38:24,141.44,Netflix,Subscription,"Seattle, WA",Transfer,Credit Card,Tablet,35,22,231,13,22,No,0
TXN00004844,CUST01086,2024-06-12,23:03:47,111.02,McDonald's,Food & Beverage,"Miami, FL",Withdrawal,Credit Card,Mobile,45,161,50,3,31,No,1
TXN00004845,CUST00612,2023-11-20,02:14:12,1244.84,Starbucks,Food & Beverage,"Phoenix, AZ",Purchase,PayPal,POS Terminal,68,166,136,6,37,No,0
TXN00004846,CUST00847,2023-02-25,10:51:54,813.23,CVS Pharmacy,Healthcare,"Boston, MA",Refund,Credit Card,Mobile,64,128,157,1,22,No,0
TXN00004847,CUST00111,2024-05-13,13:38:29,65.12,Starbucks,Food & Beverage,"New York, NY",Purchase,Bank Transfer,Mobile,64,35,55,13,27,No,0
TXN00004848,CUST00309,2023-11-28,06:04:34,150.09,PayPal,Money Transfer,"San Antonio, TX",Purchase,Debit Card,Mobile,21,107,80,6,2,No,0
TXN00004849,CUST00282,2023-08-08,21:04:32,720.16,McDonald's,Food & Beverage,"Miami, FL",Purchase,Credit Card,Desktop,24,128,231,8,22,No,0
TXN00004850,CUST00411,2023-04-22,03:11:41,315.94,Chase ATM,ATM,"San Diego, CA",Transfer,PayPal,Mobile,62,83,427,7,17,No,0
TXN00004851,CUST00702,2023-01-20,04:20:26,74.23,Google Play,Subscription,International - Mexico,Withdrawal,Credit Card,Mobile,52,138,442,8,48,Yes,0
TXN00004852,CUST00839,2023-09-11,15:09:24,616.39,Chase ATM,ATM,"Los Angeles, CA",Withdrawal,PayPal,Mobile,65,143,398,6,20,No,0
TXN00004853,CUST01167,2024-04-16,10:40:48,580.68,McDonald's,Food & Beverage,"Denver, CO",Purchase,Credit Card,Mobile,26,139,451,18,24,No,0
TXN00004854,CUST00938,2023-10-07,20:14:07,37.44,Venmo Transfer,Money Transfer,"Philadelphia, PA",Purchase,Credit Card,Mobile,25,111,325,16,45,No,1
TXN00004855,CUST00294,2023-09-18,04:35:15,114.25,Venmo Transfer,Money Transfer,"Phoenix, AZ",Purchase,Crypto,Desktop,69,90,127,12,31,No,0
TXN00004856,CUST00648,2023-11-14,00:14:07,56.28,Target,Retail,"Atlanta, GA",Subscription,Debit Card,POS Terminal,62,24,125,10,43,No,0
TXN00004857,CUST01466,2024-05-21,09:45:17,103.4,Lyft,Transportation,"San Jose, CA",Withdrawal,Debit Card,Tablet,34,77,316,17,8,No,0
TXN00004858,CUST00370,2023-10-19,01:12:18,157.57,Google Play,Subscription,"Seattle, WA",Purchase,Crypto,POS Terminal,34,101,79,16,5,No,0
TXN00004859,CUST00166,2024-01-01,14:12:17,138.31,Unknown Merchant,Unknown,"Los Angeles, CA",Transfer,Credit Card,POS Terminal,66,132,473,15,2,No,0
TXN00004860,CUST00999,2023-08-17,09:43:56,60.19,Netflix,Subscription,"Boston, MA",Transfer,Debit Card,Mobile,50,13,376,9,4,No,0
TXN00004861,CUST00682,2024-04-28,01:21:41,26.71,McDonald's,Food & Beverage,"Philadelphia, PA",Purchase,Bank Transfer,Mobile,49,98,356,3,35,No,0
TXN00004862,CUST01293,2023-01-25,04:48:58,19.6,Venmo Transfer,Money Transfer,"Houston, TX",Purchase,Credit Card,Desktop,25,120,406,3,34,No,0
TXN00004863,CUST00363,2023-05-05,12:26:51,1094.72,Airbnb,Travel,"Houston, TX",Purchase,Credit Card,Desktop,36,37,332,10,3,No,0
TXN00004864,CUST00642,2023-10-14,01:38:43,539.57,Amazon,E-commerce,"Los Angeles, CA",Purchase,Credit Card,Desktop,55,48,174,7,48,No,0
TXN00004865,CUST01300,2023-02-04,15:36:05,183.62,Starbucks,Food & Beverage,"Boston, MA",Purchase,Credit Card,Tablet,20,1,144,8,20,No,0
TXN00004866,CUST00119,2023-08-14,22:15:31,368.69,Uber,Transportation,"New York, NY",Withdrawal,Credit Card,Mobile,76,60,440,15,9,No,0
TXN00004867,CUST00010,2023-04-27,13:22:54,45.46,Amazon,E-commerce,"Boston, MA",Refund,Credit Card,Desktop,22,140,125,9,6,No,0
TXN00004868,CUST00926,2024-04-04,05:16:41,221.88,Best Buy,Electronics,"Los Angeles, CA",Purchase,Bank Transfer,Mobile,30,149,181,8,47,No,0
TXN00004869,CUST00561,2023-01-20,20:00:44,336.02,Uber,Transportation,"San Jose, CA",Refund,PayPal,POS Terminal,64,139,218,2,5,No,1
TXN00004870,CUST00429,2023-03-24,12:18:35,480.33,Home Depot,Home Improvement,"Denver, CO",Withdrawal,Debit Card,Desktop,63,44,435,1,41,No,0
TXN00004871,CUST00346,2024-04-18,01:17:38,236.94,Chase ATM,ATM,"Atlanta, GA",Subscription,Debit Card,Desktop,78,115,277,8,38,No,0
TXN00004872,CUST01181,2023-06-14,06:15:58,108.63,Walmart,Retail,"San Antonio, TX",Purchase,Debit Card,Desktop,48,108,484,12,35,No,0
TXN00004873,CUST00325,2023-09-01,04:42:52,475.06,Starbucks,Food & Beverage,"New York, NY",Subscription,Credit Card,Desktop,72,44,82,5,31,No,0
TXN00004874,CUST01003,2024-02-01,17:55:48,116.27,Venmo Transfer,Money Transfer,"Seattle, WA",Purchase,Bank Transfer,POS Terminal,33,78,422,3,13,No,0
TXN00004875,CUST00181,2024-01-30,17:12:14,111.63,Uber,Transportation,"Dallas, TX",Purchase,Bank Transfer,Mobile,67,162,482,13,26,No,0
TXN00004876,CUST00266,2024-03-27,15:41:38,66.78,Airbnb,Travel,"Houston, TX",Transfer,Debit Card,POS Terminal,49,25,140,10,22,No,1
TXN00004877,CUST01259,2023-09-25,05:36:28,300.97,Best Buy,Electronics,"New York, NY",Purchase,PayPal,Desktop,39,132,333,1,32,No,0
TXN00004878,CUST00889,2023-06-16,21:26:35,200.26,Bank Transfer,Money Transfer,"Boston, MA",Subscription,PayPal,Mobile,46,116,495,2,15,No,0
TXN00004879,CUST01298,2023-10-22,06:05:01,30.33,Uber,Transportation,"Phoenix, AZ",Transfer,PayPal,Mobile,39,119,94,4,11,No,0
TXN00004880,CUST00880,2024-03-28,14:03:32,193.58,Uber,Transportation,"Atlanta, GA",Transfer,Gift Card,Desktop,60,144,364,6,16,No,0
TXN00004881,CUST00827,2023-01-26,07:41:57,152.05,Chase ATM,ATM,"Los Angeles, CA",Transfer,PayPal,Mobile,20,10,193,10,47,No,0
TXN00004882,CUST00879,2024-05-25,08:28:25,386.17,Venmo Transfer,Money Transfer,International - UK,Purchase,Credit Card,Desktop,71,109,109,11,6,Yes,0
TXN00004883,CUST00978,2023-04-27,13:35:41,109.09,Lyft,Transportation,"Denver, CO",Purchase,Credit Card,Mobile,27,35,51,10,46,No,0
TXN00004884,CUST00786,2023-10-24,00:01:34,37.76,CVS Pharmacy,Healthcare,"Seattle, WA",Purchase,Crypto,Mobile,59,134,102,18,11,No,0
TXN00004885,CUST00010,2024-05-19,06:11:25,70.67,Best Buy,Electronics,"Houston, TX",Refund,Debit Card,Desktop,79,19,100,12,10,No,0
TXN00004886,CUST00078,2023-03-02,22:19:12,1097.9,Uber,Transportation,International - Unknown,Refund,Debit Card,Mobile,38,8,141,3,16,Yes,1
TXN00004887,CUST01094,2023-03-02,01:11:22,94.14,Best Buy,Electronics,"New York, NY",Purchase,Credit Card,Mobile,33,10,200,13,12,No,0
TXN00004888,CUST00409,2023-06-24,10:29:36,419.88,McDonald's,Food & Beverage,"Seattle, WA",Purchase,Debit Card,Mobile,29,166,457,11,7,No,0
TXN00004889,CUST01497,2024-03-15,03:51:51,23.47,Lyft,Transportation,"Dallas, TX",Purchase,Credit Card,Desktop,19,29,318,1,39,No,0
TXN00004890,CUST00765,2024-01-27,01:50:36,195.42,Best Buy,Electronics,International - Unknown,Transfer,Credit Card,POS Terminal,58,15,198,7,27,Yes,1
TXN00004891,CUST00029,2024-03-22,04:19:25,19.3,Apple Store,Electronics,"San Antonio, TX",Refund,Credit Card,Desktop,41,87,283,18,24,No,0
TXN00004892,CUST00660,2024-05-04,14:05:52,132.19,Shell Gas,Gas & Fuel,"Houston, TX",Subscription,Crypto,POS Terminal,52,23,493,12,15,No,1
TXN00004893,CUST01088,2024-03-01,19:48:15,49.97,Target,Retail,"Boston, MA",Transfer,Gift Card,Tablet,73,46,216,0,6,No,0
TXN00004894,CUST00391,2023-11-21,17:34:41,40.07,Apple Store,Electronics,"Denver, CO",Purchase,Bank Transfer,ATM,47,28,45,4,19,No,0
TXN00004895,CUST00037,2024-02-23,15:04:48,34.76,Home Depot,Home Improvement,"Dallas, TX",Transfer,Debit Card,Mobile,74,26,27,10,8,No,1
TXN00004896,CUST01386,2023-04-05,04:07:17,94.01,Venmo Transfer,Money Transfer,"New York, NY",Transfer,Debit Card,Mobile,47,10,1,10,47,No,0
TXN00004897,CUST00009,2024-02-14,22:05:32,12.42,Starbucks,Food & Beverage,"Boston, MA",Purchase,Credit Card,Desktop,64,175,382,12,36,No,0
TXN00004898,CUST01284,2023-02-09,22:45:09,21.6,Shell Gas,Gas & Fuel,"New York, NY",Subscription,Debit Card,Desktop,52,4,16,1,13,No,1
TXN00004899,CUST00510,2024-04-16,13:12:06,807.71,Starbucks,Food & Beverage,"Dallas, TX",Withdrawal,Bank Transfer,POS Terminal,36,55,314,18,33,No,1
TXN00004900,CUST00464,2024-01-02,20:51:13,14.93,Venmo Transfer,Money Transfer,"New York, NY",Purchase,PayPal,Mobile,67,66,435,15,32,No,0
TXN00004901,CUST01421,2024-05-27,00:20:12,19.57,PayPal,Money Transfer,"Seattle, WA",Refund,Credit Card,Mobile,25,67,387,4,28,No,0
TXN00004902,CUST00706,2024-02-12,08:25:14,166.0,Walmart,Retail,"Miami, FL",Withdrawal,Bank Transfer,Mobile,43,135,76,13,40,No,0
TXN00004903,CUST00640,2024-02-09,03:45:57,800.69,Uber,Transportation,"Phoenix, AZ",Purchase,Credit Card,Mobile,66,55,465,18,49,No,0
TXN00004904,CUST00265,2023-12-09,13:09:37,44.75,Chase ATM,ATM,"Dallas, TX",Transfer,PayPal,Desktop,57,31,386,4,10,No,0
TXN00004905,CUST00211,2023-09-04,04:10:40,343.82,CVS Pharmacy,Healthcare,"Dallas, TX",Withdrawal,Crypto,Mobile,24,74,370,8,33,No,1
TXN00004906,CUST00786,2023-07-29,01:55:46,45.2,Apple Store,Electronics,"New York, NY",Subscription,Debit Card,Desktop,47,19,164,11,1,No,0
TXN00004907,CUST01031,2023-06-01,11:30:11,47.56,Best Buy,Electronics,"New York, NY",Refund,Debit Card,POS Terminal,24,156,96,15,21,No,0
TXN00004908,CUST01206,2024-03-22,19:19:13,2.82,McDonald's,Food & Beverage,International - UK,Transfer,Credit Card,ATM,20,81,104,18,5,Yes,0
TXN00004909,CUST00627,2023-08-16,15:07:59,760.89,CVS Pharmacy,Healthcare,"San Antonio, TX",Transfer,PayPal,Desktop,18,156,23,14,1,No,0
TXN00004910,CUST00343,2023-07-09,13:01:48,236.39,Walmart,Retail,"Las Vegas, NV",Transfer,Debit Card,POS Terminal,53,147,199,16,21,No,0
TXN00004911,CUST00134,2023-09-13,07:07:23,296.16,Netflix,Subscription,"New York, NY",Subscription,Bank Transfer,Desktop,42,87,34,14,25,No,0
TXN00004912,CUST00094,2023-07-08,19:12:55,230.17,Google Play,Subscription,"Boston, MA",Purchase,Crypto,Tablet,54,20,1,2,20,No,0
TXN00004913,CUST00611,2023-10-09,03:30:57,95.68,Bank Transfer,Money Transfer,"Miami, FL",Purchase,Credit Card,Mobile,18,13,288,16,45,No,0
TXN00004914,CUST00596,2023-06-29,08:06:52,67.84,Lyft,Transportation,"Las Vegas, NV",Purchase,PayPal,Mobile,32,77,331,12,9,No,0
TXN00004915,CUST00934,2023-12-21,01:07:21,116.57,CVS Pharmacy,Healthcare,"Phoenix, AZ",Purchase,Bank Transfer,Mobile,54,43,341,8,16,No,1
TXN00004916,CUST01491,2023-09-02,12:36:09,705.44,Bank Transfer,Money Transfer,"Philadelphia, PA",Purchase,Credit Card,Desktop,30,139,460,12,28,No,0
TXN00004917,CUST01066,2023-03-31,15:31:38,124.92,Unknown Merchant,Unknown,"New York, NY",Transfer,Credit Card,POS Terminal,57,176,137,15,40,No,0
TXN00004918,CUST01222,2024-06-22,07:49:10,1248.02,Starbucks,Food & Beverage,"Las Vegas, NV",Subscription,Credit Card,Mobile,25,143,336,18,46,No,1
TXN00004919,CUST01074,2023-07-07,05:25:55,47.83,Venmo Transfer,Money Transfer,"New York, NY",Purchase,Debit Card,Tablet,22,145,61,13,49,No,0
TXN00004920,CUST00692,2023-12-12,15:32:26,20.33,Target,Retail,International - Mexico,Purchase,Credit Card,POS Terminal,77,50,298,7,36,Yes,0
TXN00004921,CUST00889,2023-11-15,09:34:15,40.19,Airbnb,Travel,"Los Angeles, CA",Refund,Bank Transfer,POS Terminal,26,28,196,18,39,No,0
TXN00004922,CUST01407,2023-10-09,01:57:13,100.29,McDonald's,Food & Beverage,"Boston, MA",Refund,Debit Card,Desktop,18,4,376,2,49,No,1
TXN00004923,CUST00275,2023-03-03,21:31:50,643.26,CVS Pharmacy,Healthcare,"Seattle, WA",Transfer,Crypto,Desktop,53,22,58,17,24,No,0
TXN00004924,CUST00702,2023-10-01,09:28:07,67.92,PayPal,Money Transfer,"Seattle, WA",Purchase,Credit Card,Desktop,52,119,264,15,16,No,0
TXN00004925,CUST01004,2024-03-11,07:40:41,21.12,McDonald's,Food & Beverage,"Chicago, IL",Refund,Crypto,Desktop,19,101,332,13,14,No,0
TXN00004926,CUST00736,2024-01-28,17:52:37,123.43,Bank Transfer,Money Transfer,"Boston, MA",Subscription,Credit Card,Desktop,57,39,187,15,48,No,0
TXN00004927,CUST00386,2023-03-01,09:00:54,67.32,Walmart,Retail,"Seattle, WA",Withdrawal,Credit Card,POS Terminal,40,34,62,16,34,No,0
TXN00004928,CUST00338,2023-10-09,09:42:19,120.86,Lyft,Transportation,"San Antonio, TX",Purchase,Gift Card,ATM,26,97,307,19,24,No,0
TXN00004929,CUST00827,2024-05-22,10:57:09,154.79,Lyft,Transportation,"Chicago, IL",Transfer,Credit Card,Desktop,51,44,278,10,47,No,0
TXN00004930,CUST00040,2024-01-12,01:17:39,117.63,Amazon,E-commerce,"San Jose, CA",Purchase,Debit Card,Mobile,63,170,29,12,11,No,1
TXN00004931,CUST00468,2024-04-15,02:05:31,490.65,Amazon,E-commerce,"Miami, FL",Withdrawal,Credit Card,Mobile,31,40,170,10,45,No,0
TXN00004932,CUST00460,2023-06-28,22:01:55,2165.11,Amazon,E-commerce,"San Antonio, TX",Purchase,Credit Card,POS Terminal,21,97,451,3,36,No,0
TXN00004933,CUST01490,2023-12-15,17:22:13,587.78,Lyft,Transportation,"Chicago, IL",Purchase,Debit Card,Mobile,47,140,20,13,1,No,0
TXN00004934,CUST00269,2023-11-22,07:56:03,1151.35,Shell Gas,Gas & Fuel,"San Antonio, TX",Transfer,Credit Card,Desktop,48,130,298,4,47,No,0
TXN00004935,CUST00433,2023-06-28,11:05:54,3872.54,Starbucks,Food & Beverage,"Dallas, TX",Purchase,Debit Card,Mobile,55,156,200,3,12,No,0
TXN00004936,CUST00045,2024-03-18,05:18:31,568.92,Amazon,E-commerce,"New York, NY",Purchase,Bank Transfer,Mobile,28,74,134,0,21,No,0
TXN00004937,CUST01208,2023-04-08,07:24:42,69.07,Bank Transfer,Money Transfer,"San Diego, CA",Purchase,Gift Card,Mobile,52,86,271,13,9,No,1
TXN00004938,CUST01034,2024-02-22,13:53:12,350.56,Venmo Transfer,Money Transfer,"Houston, TX",Purchase,Credit Card,POS Terminal,25,90,22,6,39,No,0
TXN00004939,CUST00347,2023-07-10,06:05:08,1204.04,Apple Store,Electronics,"Los Angeles, CA",Refund,Credit Card,Mobile,20,67,441,9,3,No,1
TXN00004940,CUST00253,2023-11-13,14:32:23,230.55,Shell Gas,Gas & Fuel,"Denver, CO",Subscription,Credit Card,Mobile,31,76,86,1,16,No,0
TXN00004941,CUST00751,2024-06-07,14:13:49,80.31,Walmart,Retail,"Los Angeles, CA",Refund,Bank Transfer,Mobile,77,92,30,9,4,No,0
TXN00004942,CUST01457,2024-03-30,04:37:46,631.73,Walmart,Retail,"Denver, CO",Purchase,PayPal,Mobile,30,10,120,2,26,No,0
TXN00004943,CUST01333,2024-06-01,05:19:30,26.35,Lyft,Transportation,"San Jose, CA",Transfer,Crypto,ATM,62,86,68,7,46,No,0
TXN00004944,CUST00077,2023-04-18,07:07:08,143.99,Apple Store,Electronics,"Atlanta, GA",Transfer,PayPal,POS Terminal,49,102,133,9,13,No,0
TXN00004945,CUST00769,2024-04-15,08:11:21,302.06,McDonald's,Food & Beverage,"Seattle, WA",Purchase,Debit Card,Desktop,51,108,370,7,20,No,0
TXN00004946,CUST01312,2023-07-22,03:57:04,106.78,McDonald's,Food & Beverage,"San Diego, CA",Transfer,Credit Card,POS Terminal,62,165,448,13,19,No,0
TXN00004947,CUST00524,2023-08-11,19:55:39,257.39,Apple Store,Electronics,International - Unknown,Transfer,Gift Card,POS Terminal,78,91,314,17,27,Yes,0
TXN00004948,CUST01096,2023-09-23,07:21:35,265.87,CVS Pharmacy,Healthcare,"New York, NY",Purchase,Bank Transfer,Desktop,36,79,495,8,2,No,0
TXN00004949,CUST01277,2023-09-01,18:28:57,237.95,Google Play,Subscription,"Houston, TX",Purchase,Crypto,Desktop,76,86,411,8,10,No,0
TXN00004950,CUST00100,2023-04-02,15:00:31,96.91,Uber,Transportation,"Atlanta, GA",Transfer,Debit Card,Desktop,55,107,145,3,25,No,0
TXN00004951,CUST01217,2023-03-05,07:22:52,74.93,Uber,Transportation,"Dallas, TX",Refund,Credit Card,Desktop,33,168,471,2,19,No,0
TXN00004952,CUST00099,2023-11-14,07:02:38,105.8,Airbnb,Travel,"Los Angeles, CA",Transfer,Gift Card,Tablet,19,101,332,13,15,No,0
TXN00004953,CUST01356,2023-11-24,00:25:47,23.43,Bank Transfer,Money Transfer,"San Diego, CA",Purchase,Debit Card,ATM,57,108,480,13,39,No,0
TXN00004954,CUST00222,2024-01-28,06:21:56,633.6,Venmo Transfer,Money Transfer,"San Jose, CA",Purchase,Debit Card,ATM,34,60,393,15,47,No,0
TXN00004955,CUST01339,2023-04-26,06:20:59,232.61,Airbnb,Travel,"Dallas, TX",Purchase,Credit Card,Mobile,72,48,262,4,49,No,0
TXN00004956,CUST00041,2024-03-23,09:38:14,148.76,Netflix,Subscription,"San Jose, CA",Transfer,Bank Transfer,Mobile,51,117,292,19,24,No,0
TXN00004957,CUST00099,2024-01-19,20:33:36,53.9,CVS Pharmacy,Healthcare,"Seattle, WA",Purchase,Bank Transfer,Mobile,59,106,479,14,16,No,0
TXN00004958,CUST01413,2024-05-06,09:04:24,141.83,Best Buy,Electronics,"Dallas, TX",Refund,PayPal,POS Terminal,77,147,428,8,17,No,0
TXN00004959,CUST00238,2023-06-03,20:55:48,138.45,Bank Transfer,Money Transfer,"Miami, FL",Transfer,Gift Card,Desktop,33,33,85,6,16,No,0
TXN00004960,CUST00854,2023-05-20,17:52:18,72.05,CVS Pharmacy,Healthcare,"Houston, TX",Transfer,Debit Card,Mobile,55,44,15,12,18,No,0
TXN00004961,CUST00910,2023-12-19,16:27:44,428.42,PayPal,Money Transfer,"Phoenix, AZ",Subscription,Debit Card,Desktop,77,165,215,7,49,No,1
TXN00004962,CUST00779,2023-01-13,01:10:09,31.29,Netflix,Subscription,"Chicago, IL",Purchase,Debit Card,Tablet,19,112,115,11,4,No,0
TXN00004963,CUST00254,2023-05-10,12:50:08,40.75,Airbnb,Travel,"Boston, MA",Transfer,Credit Card,Mobile,19,89,117,3,2,No,0
TXN00004964,CUST01121,2023-04-04,19:40:02,461.21,Lyft,Transportation,"Los Angeles, CA",Transfer,Credit Card,POS Terminal,43,36,269,15,49,No,0
TXN00004965,CUST00518,2023-11-22,03:44:48,738.74,PayPal,Money Transfer,"Dallas, TX",Subscription,Crypto,POS Terminal,30,81,394,5,49,No,0
TXN00004966,CUST00972,2023-07-24,13:41:12,169.83,Target,Retail,"Dallas, TX",Subscription,Bank Transfer,Mobile,73,88,466,4,31,No,0
TXN00004967,CUST01438,2024-03-06,18:05:51,37.16,Uber,Transportation,"San Diego, CA",Transfer,Credit Card,POS Terminal,64,149,342,0,2,No,0
TXN00004968,CUST00314,2023-12-31,22:49:48,593.92,Target,Retail,"New York, NY",Refund,Credit Card,Tablet,48,130,161,13,2,No,0
TXN00004969,CUST00421,2023-03-20,10:41:24,156.62,Lyft,Transportation,"Chicago, IL",Subscription,Debit Card,Mobile,77,31,187,8,15,No,0
TXN00004970,CUST01424,2023-04-09,04:13:42,140.86,Best Buy,Electronics,"Phoenix, AZ",Purchase,Credit Card,Mobile,51,108,103,17,48,No,0
TXN00004971,CUST01405,2023-01-27,11:12:59,775.67,Walmart,Retail,International - Canada,Purchase,Credit Card,Mobile,56,30,140,5,43,Yes,0
TXN00004972,CUST01291,2023-12-02,02:14:57,330.88,Google Play,Subscription,"Seattle, WA",Refund,Credit Card,Mobile,20,172,166,14,29,No,0
TXN00004973,CUST00020,2023-01-19,14:06:53,607.53,Netflix,Subscription,"Miami, FL",Withdrawal,Debit Card,POS Terminal,25,12,299,15,34,No,0
TXN00004974,CUST00617,2024-06-19,23:24:01,18.46,Uber,Transportation,"Los Angeles, CA",Purchase,Credit Card,Desktop,40,51,27,7,40,No,0
TXN00004975,CUST00862,2023-05-10,15:54:20,83.19,Apple Store,Electronics,International - Canada,Purchase,Credit Card,Desktop,31,121,423,18,32,Yes,0
TXN00004976,CUST01356,2023-02-26,17:05:34,214.57,Apple Store,Electronics,"Chicago, IL",Purchase,Debit Card,Mobile,73,177,271,4,21,No,0
TXN00004977,CUST00207,2023-04-13,19:42:00,261.13,Airbnb,Travel,"San Antonio, TX",Purchase,Credit Card,Mobile,79,152,49,13,30,No,0
TXN00004978,CUST01357,2024-02-04,22:22:38,27.9,Walmart,Retail,"Atlanta, GA",Purchase,PayPal,Mobile,72,152,370,6,24,No,0
TXN00004979,CUST01066,2024-02-16,03:02:51,55.74,Target,Retail,"Philadelphia, PA",Purchase,Debit Card,Mobile,44,139,155,3,44,No,0
TXN00004980,CUST00553,2023-10-29,10:58:18,3.51,Uber,Transportation,"New York, NY",Purchase,PayPal,Mobile,71,13,323,0,14,No,0
TXN00004981,CUST01276,2023-11-25,01:20:11,184.14,Best Buy,Electronics,"Houston, TX",Subscription,PayPal,Mobile,46,91,347,3,28,No,0
TXN00004982,CUST01241,2023-10-03,05:53:38,15.53,Airbnb,Travel,International - UK,Transfer,PayPal,Mobile,56,74,120,13,14,Yes,1
TXN00004983,CUST01436,2023-04-09,23:53:45,70.1,Chase ATM,ATM,"Atlanta, GA",Purchase,Credit Card,POS Terminal,70,20,443,15,44,No,0
TXN00004984,CUST00281,2023-11-09,11:44:30,41.38,Chase ATM,ATM,International - Unknown,Purchase,Credit Card,Desktop,56,72,139,6,34,Yes,1
TXN00004985,CUST00858,2024-06-25,07:41:33,272.46,Netflix,Subscription,"Las Vegas, NV",Purchase,Credit Card,Desktop,18,73,15,9,14,No,0
TXN00004986,CUST00215,2024-03-08,14:07:43,192.61,Bank Transfer,Money Transfer,"New York, NY",Purchase,Debit Card,ATM,34,71,308,9,25,No,1
TXN00004987,CUST01048,2023-07-07,12:40:22,50.38,PayPal,Money Transfer,"Atlanta, GA",Purchase,Debit Card,Mobile,58,78,437,3,12,No,0
TXN00004988,CUST01473,2023-08-16,21:13:16,146.22,Uber,Transportation,"Chicago, IL",Purchase,Debit Card,Mobile,47,28,48,11,41,No,0
TXN00004989,CUST01266,2023-04-03,10:52:24,273.31,Bank Transfer,Money Transfer,"Dallas, TX",Purchase,PayPal,Mobile,70,130,163,5,40,No,0
TXN00004990,CUST00242,2023-09-19,14:33:41,249.94,McDonald's,Food & Beverage,"Dallas, TX",Withdrawal,Credit Card,POS Terminal,30,121,61,12,20,No,1
TXN00004991,CUST00579,2023-09-19,11:26:00,2.12,Shell Gas,Gas & Fuel,"San Jose, CA",Transfer,Debit Card,Mobile,38,43,339,0,48,No,0
TXN00004992,CUST00234,2024-04-04,09:56:56,326.37,Walmart,Retail,"Las Vegas, NV",Withdrawal,PayPal,Desktop,36,8,153,7,42,No,0
TXN00004993,CUST00218,2024-04-17,20:03:40,231.66,McDonald's,Food & Beverage,"Boston, MA",Transfer,Debit Card,Mobile,70,13,311,15,7,No,0
TXN00004994,CUST01020,2024-04-23,22:48:31,467.79,Bank Transfer,Money Transfer,"San Antonio, TX",Subscription,Debit Card,Mobile,36,111,375,4,15,No,0
TXN00004995,CUST00407,2023-03-25,17:00:42,51.06,Home Depot,Home Improvement,"New York, NY",Purchase,Debit Card,Desktop,74,35,345,6,9,No,0
TXN00004996,CUST01248,2023-02-05,03:17:30,39.62,PayPal,Money Transfer,"Boston, MA",Subscription,Crypto,Desktop,42,23,149,2,4,No,0
TXN00004997,CUST00410,2023-02-27,06:50:49,64.31,Best Buy,Electronics,"New York, NY",Purchase,Debit Card,POS Terminal,39,46,375,1,31,No,0
TXN00004998,CUST00539,2023-10-03,16:53:23,175.16,Unknown Merchant,Unknown,"Chicago, IL",Withdrawal,PayPal,Desktop,48,15,72,1,23,No,0
TXN00004999,CUST01072,2023-12-15,16:00:56,90.82,Unknown Merchant,Unknown,"Chicago, IL",Withdrawal,Bank Transfer,Desktop,34,130,68,19,6,No,0
TXN00005000,CUST00414,2023-11-14,13:58:38,82.11,Target,Retail,"Los Angeles, CA",Withdrawal,Debit Card,Mobile,72,61,464,9,28,No,0
TXN00005001,CUST00734,2024-05-04,23:33:38,336.94,Best Buy,Electronics,"Denver, CO",Withdrawal,Debit Card,POS Terminal,40,115,176,19,12,No,1
